start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,connections,start station latitude
523,W 38 St & 8 Ave,407546,-739913,305,E 58 St & 3 Ave,407609,-739672,4,407546
495,W 47 St & 10 Ave,407626,-739930,305,E 58 St & 3 Ave,407609,-739672,4,407626
463,9 Ave & W 16 St,407420,-740044,2022,E 59 St & Sutton Pl,407584,-739592,4,407420
318,E 43 St & Vanderbilt Ave,407532,-739779,2022,E 59 St & Sutton Pl,407584,-739592,4,407532
440,E 45 St & 3 Ave,407525,-739728,2022,E 59 St & Sutton Pl,407584,-739592,4,407525
456,E 53 St & Madison Ave,407597,-739740,2022,E 59 St & Sutton Pl,407584,-739592,4,407597
137,E 56 St & Madison Ave,407616,-739729,2022,E 59 St & Sutton Pl,407584,-739592,4,407616
517,Pershing Square S,407514,-739779,2022,E 59 St & Sutton Pl,407584,-739592,4,407514
116,W 17 St & 8 Ave,407417,-740014,2022,E 59 St & Sutton Pl,407584,-739592,4,407417
379,W 31 St & 7 Ave,407491,-739916,2022,E 59 St & Sutton Pl,407584,-739592,4,407491
510,W 51 St & 6 Ave,407606,-739804,2022,E 59 St & Sutton Pl,407584,-739592,4,407606
444,Broadway & W 24 St,407423,-739891,317,E 6 St & Avenue B,407245,-739818,4,407423
486,Broadway & W 29 St,407462,-739885,317,E 6 St & Avenue B,407245,-739818,4,407462
445,E 10 St & Avenue A,407274,-739814,317,E 6 St & Avenue B,407245,-739818,4,407274
357,E 11 St & Broadway,407326,-739915,317,E 6 St & Avenue B,407245,-739818,4,407326
461,E 20 St & 2 Ave,407358,-739820,317,E 6 St & Avenue B,407245,-739818,4,407358
503,E 20 St & Park Ave,407382,-739875,317,E 6 St & Avenue B,407245,-739818,4,407382
476,E 31 St & 3 Ave,407439,-739796,317,E 6 St & Avenue B,407245,-739818,4,407439
502,Henry St & Grand St,407142,-739813,317,E 6 St & Avenue B,407245,-739818,4,407142
282,Kent Ave & S 11 St,407082,-739683,317,E 6 St & Avenue B,407245,-739818,4,407082
128,MacDougal St & Prince St,407271,-740029,317,E 6 St & Avenue B,407245,-739818,4,407271
265,Stanton St & Chrystie St,407222,-739914,317,E 6 St & Avenue B,407245,-739818,4,407222
254,W 11 St & 6 Ave,407353,-739980,317,E 6 St & Avenue B,407245,-739818,4,407353
116,W 17 St & 8 Ave,407417,-740014,317,E 6 St & Avenue B,407245,-739818,4,407417
462,W 22 St & 10 Ave,407469,-740045,317,E 6 St & Avenue B,407245,-739818,4,407469
450,W 49 St & 8 Ave,407622,-739878,317,E 6 St & Avenue B,407245,-739818,4,407622
348,W Broadway & Spring St,407249,-740015,317,E 6 St & Avenue B,407245,-739818,4,407249
294,Washington Square E,407304,-739957,317,E 6 St & Avenue B,407245,-739818,4,407304
445,E 10 St & Avenue A,407274,-739814,411,E 6 St & Avenue D,407222,-739766,4,407274
511,E 14 St & Avenue B,407293,-739777,411,E 6 St & Avenue D,407222,-739766,4,407293
325,E 19 St & 3 Ave,407362,-739847,411,E 6 St & Avenue D,407222,-739766,4,407362
2012,E 27 St & 1 Ave,407394,-739768,411,E 6 St & Avenue D,407222,-739766,4,407394
161,LaGuardia Pl & W 3 St,407291,-739981,411,E 6 St & Avenue D,407222,-739766,4,407291
311,Norfolk St & Broome St,407172,-739880,411,E 6 St & Avenue D,407222,-739766,4,407172
335,Washington Pl & Broadway,407290,-739940,411,E 6 St & Avenue D,407222,-739766,4,407290
401,Allen St & Rivington St,407201,-739899,432,E 7 St & Avenue A,407262,-739837,4,407201
356,Bialystoker Pl & Delancey St,407162,-739826,432,E 7 St & Avenue A,407262,-739837,4,407162
386,Centre St & Worth St,407149,-740023,432,E 7 St & Avenue A,407262,-739837,4,407149
350,Clinton St & Grand St,407155,-739870,432,E 7 St & Avenue A,407262,-739837,4,407155
526,E 33 St & 5 Ave,407476,-739849,432,E 7 St & Avenue A,407262,-739837,4,407476
317,E 6 St & Avenue B,407245,-739818,432,E 7 St & Avenue A,407262,-739837,4,407245
263,Elizabeth St & Hester St,407172,-739963,432,E 7 St & Avenue A,407262,-739837,4,407172
351,Front St & Maiden Ln,407053,-740061,432,E 7 St & Avenue A,407262,-739837,4,407053
345,W 13 St & 6 Ave,407364,-739970,432,E 7 St & Avenue A,407262,-739837,4,407364
168,W 18 St & 6 Ave,407397,-739945,432,E 7 St & Avenue A,407262,-739837,4,407397
334,W 20 St & 7 Ave,407423,-739972,432,E 7 St & Avenue A,407262,-739837,4,407423
446,W 24 St & 7 Ave,407448,-739952,432,E 7 St & Avenue A,407262,-739837,4,407448
379,W 31 St & 7 Ave,407491,-739916,432,E 7 St & Avenue A,407262,-739837,4,407491
72,W 52 St & 11 Ave,407672,-739939,432,E 7 St & Avenue A,407262,-739837,4,407672
434,9 Ave & W 18 St,407431,-740036,394,E 9 St & Avenue C,407252,-739776,4,407431
238,Bank St & Washington St,407361,-740085,394,E 9 St & Avenue C,407252,-739776,4,407361
475,E 16 St & Irving Pl,407352,-739875,394,E 9 St & Avenue C,407252,-739776,4,407352
432,E 7 St & Avenue A,407262,-739837,394,E 9 St & Avenue C,407252,-739776,4,407262
351,Front St & Maiden Ln,407053,-740061,394,E 9 St & Avenue C,407252,-739776,4,407053
537,Lexington Ave & E 24 St,407402,-739840,394,E 9 St & Avenue C,407252,-739776,4,407402
519,Pershing Square N,407518,-739777,394,E 9 St & Avenue C,407252,-739776,4,407518
349,Rivington St & Ridge St,407185,-739832,394,E 9 St & Avenue C,407252,-739776,4,407185
315,South St & Gouverneur Ln,407035,-740067,394,E 9 St & Avenue C,407252,-739776,4,407035
116,W 17 St & 8 Ave,407417,-740014,394,E 9 St & Avenue C,407252,-739776,4,407417
435,W 21 St & 6 Ave,407417,-739941,394,E 9 St & Avenue C,407252,-739776,4,407417
379,W 31 St & 7 Ave,407491,-739916,394,E 9 St & Avenue C,407252,-739776,4,407491
380,W 4 St & 7 Ave S,407340,-740029,394,E 9 St & Avenue C,407252,-739776,4,407340
2004,6 Ave & Broome St,407243,-740047,263,Elizabeth St & Hester St,407172,-739963,4,407243
509,9 Ave & W 22 St,407454,-740019,263,Elizabeth St & Hester St,407172,-739963,4,407454
358,Christopher St & Greenwich St,407329,-740071,263,Elizabeth St & Hester St,407172,-739963,4,407329
306,Cliff St & Fulton St,407082,-740053,263,Elizabeth St & Hester St,407172,-739963,4,407082
350,Clinton St & Grand St,407155,-739870,263,Elizabeth St & Hester St,407172,-739963,4,407155
276,Duane St & Greenwich St,407174,-740104,263,Elizabeth St & Hester St,407172,-739963,4,407174
445,E 10 St & Avenue A,407274,-739814,263,Elizabeth St & Hester St,407172,-739963,4,407274
496,E 16 St & 5 Ave,407372,-739923,263,Elizabeth St & Hester St,407172,-739963,4,407372
325,E 19 St & 3 Ave,407362,-739847,263,Elizabeth St & Hester St,407172,-739963,4,407362
472,E 32 St & Park Ave,407457,-739819,263,Elizabeth St & Hester St,407172,-739963,4,407457
274,Lafayette Ave & Fort Greene Pl,406869,-739766,263,Elizabeth St & Hester St,407172,-739963,4,406869
375,Mercer St & Bleecker St,407267,-739969,263,Elizabeth St & Hester St,407172,-739963,4,407267
400,Pitt St & Stanton St,407192,-739817,263,Elizabeth St & Hester St,407172,-739963,4,407192
473,Rivington St & Chrystie St,407211,-739919,263,Elizabeth St & Hester St,407172,-739963,4,407211
300,Shevchenko Pl & E 6 St,407281,-739902,263,Elizabeth St & Hester St,407172,-739963,4,407281
82,St James Pl & Pearl St,407111,-740001,263,Elizabeth St & Hester St,407172,-739963,4,407111
382,University Pl & E 14 St,407349,-739920,263,Elizabeth St & Hester St,407172,-739963,4,407349
327,Vesey Pl & River Terrace,407153,-740165,263,Elizabeth St & Hester St,407172,-739963,4,407153
270,Adelphi St & Myrtle Ave,406930,-739717,354,Emerson Pl & Myrtle Ave,406936,-739622,4,406930
271,Ashland Pl & Hanson Pl,406852,-739780,354,Emerson Pl & Myrtle Ave,406936,-739622,4,406852
83,Atlantic Ave & Fort Greene Pl,406838,-739763,354,Emerson Pl & Myrtle Ave,406936,-739622,4,406838
243,Fulton St & Rockwell Pl,406879,-739784,354,Emerson Pl & Myrtle Ave,406936,-739622,4,406879
399,Lafayette Ave & St James Pl,406885,-739647,354,Emerson Pl & Myrtle Ave,406936,-739622,4,406885
313,Washington Ave & Park Ave,406961,-739675,354,Emerson Pl & Myrtle Ave,406936,-739622,4,406961
302,Avenue D & E 3 St,407208,-739779,501,FDR Drive & E 35 St,407442,-739712,4,407208
174,E 25 St & 1 Ave,407381,-739773,501,FDR Drive & E 35 St,407442,-739712,4,407381
472,E 32 St & Park Ave,407457,-739819,501,FDR Drive & E 35 St,407442,-739712,4,407457
526,E 33 St & 5 Ave,407476,-739849,501,FDR Drive & E 35 St,407442,-739712,4,407476
164,E 47 St & 2 Ave,407532,-739703,501,FDR Drive & E 35 St,407442,-739712,4,407532
137,E 56 St & Madison Ave,407616,-739729,501,FDR Drive & E 35 St,407442,-739712,4,407616
394,E 9 St & Avenue C,407252,-739776,501,FDR Drive & E 35 St,407442,-739712,4,407252
528,2 Ave & E 31 St,407429,-739770,531,Forsyth St & Broome St,407189,-739926,4,407429
361,Allen St & Hester St,407160,-739919,531,Forsyth St & Broome St,407189,-739926,4,407160
302,Avenue D & E 3 St,407208,-739779,531,Forsyth St & Broome St,407189,-739926,4,407208
444,Broadway & W 24 St,407423,-739891,531,Forsyth St & Broome St,407189,-739926,4,407423
498,Broadway & W 32 St,407485,-739880,531,Forsyth St & Broome St,407189,-739926,4,407485
433,E 13 St & Avenue A,407295,-739805,531,Forsyth St & Broome St,407189,-739926,4,407295
511,E 14 St & Avenue B,407293,-739777,531,Forsyth St & Broome St,407189,-739926,4,407293
394,E 9 St & Avenue C,407252,-739776,531,Forsyth St & Broome St,407189,-739926,4,407252
383,Greenwich Ave & Charles St,407352,-740002,531,Forsyth St & Broome St,407189,-739926,4,407352
519,Pershing Square N,407518,-739777,531,Forsyth St & Broome St,407189,-739926,4,407518
345,W 13 St & 6 Ave,407364,-739970,531,Forsyth St & Broome St,407189,-739926,4,407364
168,W 18 St & 6 Ave,407397,-739945,531,Forsyth St & Broome St,407189,-739926,4,407397
444,Broadway & W 24 St,407423,-739891,412,Forsyth St & Canal St,407158,-739942,4,407423
151,Cleveland Pl & Spring St,407218,-739972,412,Forsyth St & Canal St,407158,-739942,4,407218
343,Clinton Ave & Flushing Ave,406979,-739698,412,Forsyth St & Canal St,407158,-739942,4,406979
296,Division St & Bowery,407141,-739970,412,Forsyth St & Canal St,407158,-739942,4,407141
497,E 17 St & Broadway,407370,-739900,412,Forsyth St & Canal St,407158,-739942,4,407370
265,Stanton St & Chrystie St,407222,-739914,412,Forsyth St & Canal St,407158,-739942,4,407222
336,Sullivan St & Washington Sq,407304,-739990,412,Forsyth St & Canal St,407158,-739942,4,407304
271,Ashland Pl & Hanson Pl,406852,-739780,372,Franklin Ave & Myrtle Ave,406945,-739580,4,406852
312,Allen St & E Houston St,407220,-739891,79,Franklin St & W Broadway,407191,-740066,4,407220
358,Christopher St & Greenwich St,407329,-740071,79,Franklin St & W Broadway,407191,-740066,4,407329
467,Dean St & 4 Ave,406831,-739789,79,Franklin St & W Broadway,407191,-740066,4,406831
276,Duane St & Greenwich St,407174,-740104,79,Franklin St & W Broadway,407191,-740066,4,407174
496,E 16 St & 5 Ave,407372,-739923,79,Franklin St & W Broadway,407191,-740066,4,407372
439,E 4 St & 2 Ave,407262,-739897,79,Franklin St & W Broadway,407191,-740066,4,407262
263,Elizabeth St & Hester St,407172,-739963,79,Franklin St & W Broadway,407191,-740066,4,407172
502,Henry St & Grand St,407142,-739813,79,Franklin St & W Broadway,407191,-740066,4,407142
195,Liberty St & Broadway,407090,-740104,79,Franklin St & W Broadway,407191,-740066,4,407090
252,MacDougal St & Washington Sq,407322,-739985,79,Franklin St & W Broadway,407191,-740066,4,407322
311,Norfolk St & Broome St,407172,-739880,79,Franklin St & W Broadway,407191,-740066,4,407172
349,Rivington St & Ridge St,407185,-739832,79,Franklin St & W Broadway,407191,-740066,4,407185
462,W 22 St & 10 Ave,407469,-740045,79,Franklin St & W Broadway,407191,-740066,4,407469
380,W 4 St & 7 Ave S,407340,-740029,79,Franklin St & W Broadway,407191,-740066,4,407340
484,W 44 St & 5 Ave,407550,-739801,79,Franklin St & W Broadway,407191,-740066,4,407550
217,Old Fulton St,407027,-739938,418,Front St & Gold St,407022,-739825,4,407027
312,Allen St & E Houston St,407220,-739891,351,Front St & Maiden Ln,407053,-740061,4,407220
304,Broadway & Battery Pl,407046,-740136,351,Front St & Maiden Ln,407053,-740061,4,407046
421,Clermont Ave & Park Ave,406957,-739712,2000,Front St & Washington St,407025,-739894,4,406957
409,DeKalb Ave & Skillman St,406906,-739564,2000,Front St & Washington St,407025,-739894,4,406906
274,Lafayette Ave & Fort Greene Pl,406869,-739766,2000,Front St & Washington St,407025,-739894,4,406869
264,Maiden Ln & Pearl St,407070,-740073,2000,Front St & Washington St,407025,-739894,4,407070
309,Murray St & West St,407149,-740130,2000,Front St & Washington St,407025,-739894,4,407149
217,Old Fulton St,407027,-739938,2000,Front St & Washington St,407025,-739894,4,407027
414,Pearl St & Anchorage Pl,407028,-739876,2000,Front St & Washington St,407025,-739894,4,407028
224,Spruce St & Nassau St,407114,-740055,2000,Front St & Washington St,407025,-739894,4,407114
270,Adelphi St & Myrtle Ave,406930,-739717,397,Fulton St & Clermont Ave,406841,-739692,4,406930
364,Lafayette Ave & Classon Ave,406890,-739602,397,Fulton St & Clermont Ave,406841,-739692,4,406890
397,Fulton St & Clermont Ave,406841,-739692,365,Fulton St & Grand Ave,406822,-739614,4,406841
384,Fulton St & Waverly Ave,406831,-739659,365,Fulton St & Grand Ave,406822,-739614,4,406831
364,Lafayette Ave & Classon Ave,406890,-739602,365,Fulton St & Grand Ave,406822,-739614,4,406890
270,Adelphi St & Myrtle Ave,406930,-739717,243,Fulton St & Rockwell Pl,406879,-739784,4,406930
324,DeKalb Ave & Hudson Ave,406898,-739810,243,Fulton St & Rockwell Pl,406879,-739784,4,406898
365,Fulton St & Grand Ave,406822,-739614,243,Fulton St & Rockwell Pl,406879,-739784,4,406822
262,Washington Park,406917,-739737,243,Fulton St & Rockwell Pl,406879,-739784,4,406917
420,Clermont Ave & Lafayette Ave,406876,-739696,384,Fulton St & Waverly Ave,406831,-739659,4,406876
354,Emerson Pl & Myrtle Ave,406936,-739622,384,Fulton St & Waverly Ave,406831,-739659,4,406936
2002,Wythe Ave & Metropolitan Ave,407168,-739631,384,Fulton St & Waverly Ave,406831,-739659,4,407168
233,Joralemon St & Adams St,406924,-739896,316,Fulton St & William St,407095,-740065,4,406924
257,Lispenard St & Broadway,407193,-740024,316,Fulton St & William St,407095,-740065,4,407193
128,MacDougal St & Prince St,407271,-740029,316,Fulton St & William St,407095,-740065,4,407271
331,Pike St & Monroe St,407117,-739919,316,Fulton St & William St,407095,-740065,4,407117
3002,South End Ave & Liberty St,407115,-740157,316,Fulton St & William St,407095,-740065,4,407115
410,Suffolk St & Stanton St,407206,-739851,316,Fulton St & William St,407095,-740065,4,407206
152,Warren St & Church St,407147,-740091,316,Fulton St & William St,407095,-740065,4,407147
322,Clinton St & Tillary St,406961,-739912,218,Gallatin Pl & Livingston St,406902,-739870,4,406961
384,Fulton St & Waverly Ave,406831,-739659,218,Gallatin Pl & Livingston St,406902,-739870,4,406831
392,Jay St & Tech Pl,406950,-739871,218,Gallatin Pl & Livingston St,406902,-739870,4,406950
314,Montague St & Clinton St,406942,-739921,218,Gallatin Pl & Livingston St,406902,-739870,4,406942
402,Broadway & E 22 St,407403,-739895,281,Grand Army Plaza & Central Park S,407643,-739737,4,407403
358,Christopher St & Greenwich St,407329,-740071,281,Grand Army Plaza & Central Park S,407643,-739737,4,407329
518,E 39 St & 2 Ave,407478,-739734,281,Grand Army Plaza & Central Park S,407643,-739737,4,407478
440,E 45 St & 3 Ave,407525,-739728,281,Grand Army Plaza & Central Park S,407643,-739737,4,407525
367,E 53 St & Lexington Ave,407582,-739706,281,Grand Army Plaza & Central Park S,407643,-739737,4,407582
2023,E 55 St & Lexington Ave,407596,-739703,281,Grand Army Plaza & Central Park S,407643,-739737,4,407596
517,Pershing Square S,407514,-739779,281,Grand Army Plaza & Central Park S,407643,-739737,4,407514
523,W 38 St & 8 Ave,407546,-739913,281,Grand Army Plaza & Central Park S,407643,-739737,4,407546
2021,W 45 St & 8 Ave,407592,-739885,281,Grand Army Plaza & Central Park S,407643,-739737,4,407592
538,W 49 St & 5 Ave,407579,-739778,281,Grand Army Plaza & Central Park S,407643,-739737,4,407579
2004,6 Ave & Broome St,407243,-740047,2010,Grand St & Greene St,407216,-740023,4,407243
285,Broadway & E 14 St,407345,-739907,2010,Grand St & Greene St,407216,-740023,4,407345
402,Broadway & E 22 St,407403,-739895,2010,Grand St & Greene St,407216,-740023,4,407403
151,Cleveland Pl & Spring St,407218,-739972,2010,Grand St & Greene St,407216,-740023,4,407218
357,E 11 St & Broadway,407326,-739915,2010,Grand St & Greene St,407216,-740023,4,407326
403,E 2 St & 2 Ave,407250,-739906,2010,Grand St & Greene St,407216,-740023,4,407250
263,Elizabeth St & Hester St,407172,-739963,2010,Grand St & Greene St,407216,-740023,4,407172
284,Greenwich Ave & 8 Ave,407390,-740026,2010,Grand St & Greene St,407216,-740023,4,407390
329,Greenwich St & N Moore St,407204,-740102,2010,Grand St & Greene St,407216,-740023,4,407204
375,Mercer St & Bleecker St,407267,-739969,2010,Grand St & Greene St,407216,-740023,4,407267
473,Rivington St & Chrystie St,407211,-739919,2010,Grand St & Greene St,407216,-740023,4,407211
532,S 5 Pl & S 4 St,407104,-739608,2010,Grand St & Greene St,407216,-740023,4,407104
265,Stanton St & Chrystie St,407222,-739914,2010,Grand St & Greene St,407216,-740023,4,407222
168,W 18 St & 6 Ave,407397,-739945,2010,Grand St & Greene St,407216,-740023,4,407397
347,W Houston St & Hudson St,407287,-740074,2010,Grand St & Greene St,407216,-740023,4,407287
426,West St & Chambers St,407175,-740132,2010,Grand St & Greene St,407216,-740023,4,407175
242,Flushing Ave & Carlton Ave,406978,-739735,471,Grand St & Havemeyer St,407128,-739569,4,406978
412,Forsyth St & Canal St,407158,-739942,471,Grand St & Havemeyer St,407128,-739569,4,407158
339,Avenue D & E 12 St,407258,-739742,229,Great Jones St,407274,-739937,4,407258
366,Clinton Ave & Myrtle Ave,406932,-739688,229,Great Jones St,407274,-739937,4,406932
475,E 16 St & Irving Pl,407352,-739875,229,Great Jones St,407274,-739937,4,407352
503,E 20 St & Park Ave,407382,-739875,229,Great Jones St,407274,-739937,4,407382
411,E 6 St & Avenue D,407222,-739766,229,Great Jones St,407274,-739937,4,407222
537,Lexington Ave & E 24 St,407402,-739840,229,Great Jones St,407274,-739937,4,407402
82,St James Pl & Pearl St,407111,-740001,229,Great Jones St,407274,-739937,4,407111
341,Stanton St & Mangin St,407178,-739762,229,Great Jones St,407274,-739937,4,407178
253,W 13 St & 5 Ave,407354,-739945,229,Great Jones St,407274,-739937,4,407354
345,W 13 St & 6 Ave,407364,-739970,229,Great Jones St,407274,-739937,4,407364
482,W 15 St & 7 Ave,407393,-739993,229,Great Jones St,407274,-739937,4,407393
459,W 20 St & 11 Ave,407467,-740077,229,Great Jones St,407274,-739937,4,407467
490,8 Ave & W 33 St,407515,-739939,284,Greenwich Ave & 8 Ave,407390,-740026,4,407515
447,8 Ave & W 52 St,407637,-739851,284,Greenwich Ave & 8 Ave,407390,-740026,4,407637
83,Atlantic Ave & Fort Greene Pl,406838,-739763,284,Greenwich Ave & 8 Ave,407390,-740026,4,406838
417,Barclay St & Church St,407129,-740102,284,Greenwich Ave & 8 Ave,407390,-740026,4,407129
260,Broad St & Bridge St,407036,-740116,284,Greenwich Ave & 8 Ave,407390,-740026,4,407036
296,Division St & Bowery,407141,-739970,284,Greenwich Ave & 8 Ave,407390,-740026,4,407141
318,E 43 St & Vanderbilt Ave,407532,-739779,284,Greenwich Ave & 8 Ave,407390,-740026,4,407532
147,Greenwich St & Warren St,407154,-740112,284,Greenwich Ave & 8 Ave,407390,-740026,4,407154
376,John St & William St,407086,-740072,284,Greenwich Ave & 8 Ave,407390,-740026,4,407086
250,Lafayette St & Jersey St,407245,-739956,284,Greenwich Ave & 8 Ave,407390,-740026,4,407245
319,Park Pl & Church St,407133,-740093,284,Greenwich Ave & 8 Ave,407390,-740026,4,407133
116,W 17 St & 8 Ave,407417,-740014,284,Greenwich Ave & 8 Ave,407390,-740026,4,407417
379,W 31 St & 7 Ave,407491,-739916,284,Greenwich Ave & 8 Ave,407390,-740026,4,407491
495,W 47 St & 10 Ave,407626,-739930,284,Greenwich Ave & 8 Ave,407390,-740026,4,407626
449,W 52 St & 9 Ave,407646,-739878,284,Greenwich Ave & 8 Ave,407390,-740026,4,407646
434,9 Ave & W 18 St,407431,-740036,383,Greenwich Ave & Charles St,407352,-740002,4,407431
444,Broadway & W 24 St,407423,-739891,383,Greenwich Ave & Charles St,407352,-740002,4,407423
357,E 11 St & Broadway,407326,-739915,383,Greenwich Ave & Charles St,407352,-740002,4,407326
301,E 2 St & Avenue B,407221,-739836,383,Greenwich Ave & Charles St,407352,-740002,4,407221
128,MacDougal St & Prince St,407271,-740029,383,Greenwich Ave & Charles St,407352,-740002,4,407271
300,Shevchenko Pl & E 6 St,407281,-739902,383,Greenwich Ave & Charles St,407352,-740002,4,407281
345,W 13 St & 6 Ave,407364,-739970,383,Greenwich Ave & Charles St,407352,-740002,4,407364
223,W 13 St & 7 Ave,407378,-739999,383,Greenwich Ave & Charles St,407352,-740002,4,407378
369,Washington Pl & 6 Ave,407322,-740002,383,Greenwich Ave & Charles St,407352,-740002,4,407322
377,6 Ave & Canal St,407224,-740056,329,Greenwich St & N Moore St,407204,-740102,4,407224
509,9 Ave & W 22 St,407454,-740019,329,Greenwich St & N Moore St,407204,-740102,4,407454
285,Broadway & E 14 St,407345,-739907,329,Greenwich St & N Moore St,407204,-740102,4,407345
153,E 40 St & 5 Ave,407520,-739816,329,Greenwich St & N Moore St,407204,-740102,4,407520
316,Fulton St & William St,407095,-740065,329,Greenwich St & N Moore St,407204,-740102,4,407095
459,W 20 St & 11 Ave,407467,-740077,329,Greenwich St & N Moore St,407204,-740102,4,407467
514,12 Ave & W 40 St,407608,-740027,147,Greenwich St & Warren St,407154,-740112,4,407608
463,9 Ave & W 16 St,407420,-740044,147,Greenwich St & Warren St,407154,-740112,4,407420
401,Allen St & Rivington St,407201,-739899,147,Greenwich St & Warren St,407154,-740112,4,407201
260,Broad St & Bridge St,407036,-740116,147,Greenwich St & Warren St,407154,-740112,4,407036
497,E 17 St & Broadway,407370,-739900,147,Greenwich St & Warren St,407154,-740112,4,407370
251,Mott St & Prince St,407231,-739948,147,Greenwich St & Warren St,407154,-740112,4,407231
427,State St,407025,-740142,147,Greenwich St & Warren St,407154,-740112,4,407025
225,W 14 St & The High Line,407419,-740080,147,Greenwich St & Warren St,407154,-740112,4,407419
212,W 16 St & The High Line,407433,-740068,147,Greenwich St & Warren St,407154,-740112,4,407433
334,W 20 St & 7 Ave,407423,-739972,147,Greenwich St & Warren St,407154,-740112,4,407423
534,Water - Whitehall Plaza,407025,-740127,147,Greenwich St & Warren St,407154,-740112,4,407025
344,Monroe St & Bedford Ave,406851,-739538,436,Hancock St & Bedford Ave,406821,-739539,4,406851
353,S Portland Ave & Hanson Pl,406853,-739743,436,Hancock St & Bedford Ave,406821,-739539,4,406853
436,Hancock St & Bedford Ave,406821,-739539,431,Hanover Pl & Livingston St,406886,-739826,4,406821
376,John St & William St,407086,-740072,431,Hanover Pl & Livingston St,406886,-739826,4,407086
2004,6 Ave & Broome St,407243,-740047,249,Harrison St & Hudson St,407187,-740090,4,407243
377,6 Ave & Canal St,407224,-740056,249,Harrison St & Hudson St,407187,-740090,4,407224
229,Great Jones St,407274,-739937,249,Harrison St & Hudson St,407187,-740090,4,407274
329,Greenwich St & N Moore St,407204,-740102,249,Harrison St & Hudson St,407187,-740090,4,407204
431,Hanover Pl & Livingston St,406886,-739826,249,Harrison St & Hudson St,407187,-740090,4,406886
268,Howard St & Centre St,407191,-739997,249,Harrison St & Hudson St,407187,-740090,4,407191
303,Mercer St & Spring St,407236,-739994,249,Harrison St & Hudson St,407187,-740090,4,407236
422,W 59 St & 10 Ave,407705,-739880,249,Harrison St & Hudson St,407187,-740090,4,407705
298,3 Ave & Schermerhorn St,406868,-739796,157,Henry St & Atlantic Ave,406908,-739961,4,406868
398,Atlantic Ave & Furman St,406916,-739999,157,Henry St & Atlantic Ave,406908,-739961,4,406916
232,Cadman Plaza E & Tillary St,406959,-739901,157,Henry St & Atlantic Ave,406908,-739961,4,406959
261,Johnson St & Gold St,406947,-739836,157,Henry St & Atlantic Ave,406908,-739961,4,406947
257,Lispenard St & Broadway,407193,-740024,157,Henry St & Atlantic Ave,406908,-739961,4,407193
355,Bayard St & Baxter St,407160,-739997,502,Henry St & Grand St,407142,-739813,4,407160
444,Broadway & W 24 St,407423,-739891,502,Henry St & Grand St,407142,-739813,4,407423
2009,Catherine St & Monroe St,407111,-739968,502,Henry St & Grand St,407142,-739813,4,407111
150,E 2 St & Avenue C,407208,-739808,502,Henry St & Grand St,407142,-739813,4,407208
164,E 47 St & 2 Ave,407532,-739703,502,Henry St & Grand St,407142,-739813,4,407532
305,E 58 St & 3 Ave,407609,-739672,502,Henry St & Grand St,407142,-739813,4,407609
161,LaGuardia Pl & W 3 St,407291,-739981,502,Henry St & Grand St,407142,-739813,4,407291
537,Lexington Ave & E 24 St,407402,-739840,502,Henry St & Grand St,407142,-739813,4,407402
195,Liberty St & Broadway,407090,-740104,502,Henry St & Grand St,407142,-739813,4,407090
257,Lispenard St & Broadway,407193,-740024,502,Henry St & Grand St,407142,-739813,4,407193
251,Mott St & Prince St,407231,-739948,502,Henry St & Grand St,407142,-739813,4,407231
82,St James Pl & Pearl St,407111,-740001,502,Henry St & Grand St,407142,-739813,4,407111
410,Suffolk St & Stanton St,407206,-739851,502,Henry St & Grand St,407142,-739813,4,407206
405,Washington St & Gansevoort St,407393,-740081,502,Henry St & Grand St,407142,-739813,4,407393
329,Greenwich St & N Moore St,407204,-740102,407,Henry St & Poplar St,407004,-739914,4,407204
249,Harrison St & Hudson St,407187,-740090,407,Henry St & Poplar St,407004,-739914,4,407187
407,Henry St & Poplar St,407004,-739914,407,Henry St & Poplar St,407004,-739914,4,407004
323,Lawrence St & Willoughby St,406923,-739863,407,Henry St & Poplar St,407004,-739914,4,406923
343,Clinton Ave & Flushing Ave,406979,-739698,406,Hicks St & Montague St,406951,-739959,4,406979
368,Carmine St & 6 Ave,407303,-740021,268,Howard St & Centre St,407191,-739997,4,407303
2009,Catherine St & Monroe St,407111,-739968,268,Howard St & Centre St,407191,-739997,4,407111
350,Clinton St & Grand St,407155,-739870,268,Howard St & Centre St,407191,-739997,4,407155
433,E 13 St & Avenue A,407295,-739805,268,Howard St & Centre St,407191,-739997,4,407295
496,E 16 St & 5 Ave,407372,-739923,268,Howard St & Centre St,407191,-739997,4,407372
507,E 25 St & 2 Ave,407391,-739797,268,Howard St & Centre St,407191,-739997,4,407391
432,E 7 St & Avenue A,407262,-739837,268,Howard St & Centre St,407191,-739997,4,407262
412,Forsyth St & Canal St,407158,-739942,268,Howard St & Centre St,407191,-739997,4,407158
79,Franklin St & W Broadway,407191,-740066,268,Howard St & Centre St,407191,-739997,4,407191
147,Greenwich St & Warren St,407154,-740112,268,Howard St & Centre St,407191,-739997,4,407154
502,Henry St & Grand St,407142,-739813,268,Howard St & Centre St,407191,-739997,4,407142
309,Murray St & West St,407149,-740130,268,Howard St & Centre St,407191,-739997,4,407149
