start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,connections,start station latitude
127,Barrow St & Hudson St,407317,-740067,380,W 4 St & 7 Ave S,407340,-740029,14,407317
285,Broadway & E 14 St,407345,-739907,380,W 4 St & 7 Ave S,407340,-740029,14,407345
336,Sullivan St & Washington Sq,407304,-739990,380,W 4 St & 7 Ave S,407340,-740029,14,407304
497,E 17 St & Broadway,407370,-739900,477,W 41 St & 8 Ave,407564,-739900,14,407370
168,W 18 St & 6 Ave,407397,-739945,477,W 41 St & 8 Ave,407564,-739900,14,407397
447,8 Ave & W 52 St,407637,-739851,529,W 42 St & 8 Ave,407575,-739909,14,407637
137,E 56 St & Madison Ave,407616,-739729,529,W 42 St & 8 Ave,407575,-739909,14,407616
496,E 16 St & 5 Ave,407372,-739923,515,W 43 St & 10 Ave,407600,-739946,14,407372
480,W 53 St & 10 Ave,407666,-739906,515,W 43 St & 10 Ave,407600,-739946,14,407666
423,W 54 St & 9 Ave,407658,-739869,515,W 43 St & 10 Ave,407600,-739946,14,407658
164,E 47 St & 2 Ave,407532,-739703,484,W 44 St & 5 Ave,407550,-739801,14,407532
488,W 39 St & 9 Ave,407564,-739937,484,W 44 St & 5 Ave,407550,-739801,14,407564
164,E 47 St & 2 Ave,407532,-739703,493,W 45 St & 6 Ave,407568,-739829,14,407532
435,W 21 St & 6 Ave,407417,-739941,493,W 45 St & 6 Ave,407568,-739829,14,407417
523,W 38 St & 8 Ave,407546,-739913,2021,W 45 St & 8 Ave,407592,-739885,14,407546
479,9 Ave & W 45 St,407601,-739912,508,W 46 St & 11 Ave,407634,-739966,14,407601
468,Broadway & W 55 St,407652,-739819,538,W 49 St & 5 Ave,407579,-739778,14,407652
515,W 43 St & 10 Ave,407600,-739946,450,W 49 St & 8 Ave,407622,-739878,14,407600
281,Grand Army Plaza & Central Park S,407643,-739737,510,W 51 St & 6 Ave,407606,-739804,14,407643
500,Broadway & W 51 St,407622,-739833,520,W 52 St & 5 Ave,407599,-739764,14,407622
72,W 52 St & 11 Ave,407672,-739939,520,W 52 St & 5 Ave,407599,-739764,14,407672
499,Broadway & W 60 St,407691,-739819,449,W 52 St & 9 Ave,407646,-739878,14,407691
510,W 51 St & 6 Ave,407606,-739804,449,W 52 St & 9 Ave,407646,-739878,14,407606
457,Broadway & W 58 St,407669,-739816,480,W 53 St & 10 Ave,407666,-739906,14,407669
499,Broadway & W 60 St,407691,-739819,513,W 56 St & 10 Ave,407682,-739886,14,407691
456,E 53 St & Madison Ave,407597,-739740,513,W 56 St & 10 Ave,407682,-739886,14,407597
2021,W 45 St & 8 Ave,407592,-739885,513,W 56 St & 10 Ave,407682,-739886,14,407592
488,W 39 St & 9 Ave,407564,-739937,422,W 59 St & 10 Ave,407705,-739880,14,407564
127,Barrow St & Hudson St,407317,-740067,348,W Broadway & Spring St,407249,-740015,14,407317
368,Carmine St & 6 Ave,407303,-740021,348,W Broadway & Spring St,407249,-740015,14,407303
514,12 Ave & W 40 St,407608,-740027,347,W Houston St & Hudson St,407287,-740074,14,407608
284,Greenwich Ave & 8 Ave,407390,-740026,347,W Houston St & Hudson St,407287,-740074,14,407390
293,Lafayette St & E 8 St,407302,-739907,347,W Houston St & Hudson St,407287,-740074,14,407302
379,W 31 St & 7 Ave,407491,-739916,347,W Houston St & Hudson St,407287,-740074,14,407491
252,MacDougal St & Washington Sq,407322,-739985,335,Washington Pl & Broadway,407290,-739940,14,407322
514,12 Ave & W 40 St,407608,-740027,405,Washington St & Gansevoort St,407393,-740081,14,407608
116,W 17 St & 8 Ave,407417,-740014,405,Washington St & Gansevoort St,407393,-740081,14,407417
168,W 18 St & 6 Ave,407397,-739945,405,Washington St & Gansevoort St,407393,-740081,14,407397
525,W 34 St & 11 Ave,407559,-740021,426,West St & Chambers St,407175,-740132,14,407559
329,Greenwich St & N Moore St,407204,-740102,363,West Thames St,407083,-740171,14,407204
427,State St,407025,-740142,363,West Thames St,407083,-740171,14,407025
439,E 4 St & 2 Ave,407262,-739897,360,William St & Pine St,407071,-740088,14,407262
291,Madison St & Montgomery St,407131,-739848,360,William St & Pine St,407071,-740088,14,407131
416,Cumberland St & Lafayette Ave,406875,-739726,373,Willoughby Ave & Walworth St,406933,-739538,14,406875
245,Myrtle Ave & St Edwards St,406932,-739770,239,Willoughby St & Fleet St,406919,-739813,14,406932
361,Allen St & Hester St,407160,-739919,504,1 Ave & E 15 St,407322,-739816,13,407160
518,E 39 St & 2 Ave,407478,-739734,504,1 Ave & E 15 St,407322,-739816,13,407478
540,Lexington Ave & E 26 St,407414,-739832,504,1 Ave & E 15 St,407322,-739816,13,407414
519,Pershing Square N,407518,-739777,504,1 Ave & E 15 St,407322,-739816,13,407518
382,University Pl & E 14 St,407349,-739920,504,1 Ave & E 15 St,407322,-739816,13,407349
444,Broadway & W 24 St,407423,-739891,2003,1 Ave & E 18 St,407341,-739802,13,407423
326,E 11 St & 1 Ave,407295,-739842,2003,1 Ave & E 18 St,407341,-739802,13,407295
403,E 2 St & 2 Ave,407250,-739906,2003,1 Ave & E 18 St,407341,-739802,13,407250
379,W 31 St & 7 Ave,407491,-739916,2003,1 Ave & E 18 St,407341,-739802,13,407491
518,E 39 St & 2 Ave,407478,-739734,455,1 Ave & E 44 St,407500,-739690,13,407478
459,W 20 St & 11 Ave,407467,-740077,489,10 Ave & W 28 St,407506,-740017,13,407467
478,11 Ave & W 41 St,407603,-739988,458,11 Ave & W 27 St,407513,-740052,13,407603
448,W 37 St & 10 Ave,407566,-739979,458,11 Ave & W 27 St,407513,-740052,13,407566
426,West St & Chambers St,407175,-740132,458,11 Ave & W 27 St,407513,-740052,13,407175
212,W 16 St & The High Line,407433,-740068,478,11 Ave & W 41 St,407603,-739988,13,407433
388,W 26 St & 10 Ave,407497,-740029,478,11 Ave & W 41 St,407603,-739988,13,407497
422,W 59 St & 10 Ave,407705,-739880,514,12 Ave & W 40 St,407608,-740027,13,407705
486,Broadway & W 29 St,407462,-739885,528,2 Ave & E 31 St,407429,-739770,13,407462
507,E 25 St & 2 Ave,407391,-739797,528,2 Ave & E 31 St,407429,-739770,13,407391
476,E 31 St & 3 Ave,407439,-739796,528,2 Ave & E 31 St,407429,-739770,13,407439
395,Bond St & Schermerhorn St,406880,-739841,298,3 Ave & Schermerhorn St,406868,-739796,13,406880
388,W 26 St & 10 Ave,407497,-740029,474,5 Ave & E 29 St,407451,-739868,13,407497
485,W 37 St & 5 Ave,407503,-739833,474,5 Ave & E 29 St,407451,-739868,13,407503
488,W 39 St & 9 Ave,407564,-739937,474,5 Ave & E 29 St,407451,-739868,13,407564
347,W Houston St & Hudson St,407287,-740074,2004,6 Ave & Broome St,407243,-740047,13,407287
355,Bayard St & Baxter St,407160,-739997,377,6 Ave & Canal St,407224,-740056,13,407160
3002,South End Ave & Liberty St,407115,-740157,377,6 Ave & Canal St,407224,-740056,13,407115
521,8 Ave & W 31 St,407504,-739948,505,6 Ave & W 33 St,407490,-739884,13,407504
465,Broadway & W 41 St,407551,-739865,505,6 Ave & W 33 St,407490,-739884,13,407551
305,E 58 St & 3 Ave,407609,-739672,505,6 Ave & W 33 St,407490,-739884,13,407609
494,W 26 St & 8 Ave,407473,-739972,505,6 Ave & W 33 St,407490,-739884,13,407473
472,E 32 St & Park Ave,407457,-739819,521,8 Ave & W 31 St,407504,-739948,13,407457
161,LaGuardia Pl & W 3 St,407291,-739981,521,8 Ave & W 31 St,407504,-739948,13,407291
448,W 37 St & 10 Ave,407566,-739979,521,8 Ave & W 31 St,407504,-739948,13,407566
527,E 33 St & 1 Ave,407431,-739743,490,8 Ave & W 33 St,407515,-739939,13,407431
516,E 47 St & 1 Ave,407520,-739678,490,8 Ave & W 33 St,407515,-739939,13,407520
537,Lexington Ave & E 24 St,407402,-739840,490,8 Ave & W 33 St,407515,-739939,13,407402
488,W 39 St & 9 Ave,407564,-739937,490,8 Ave & W 33 St,407515,-739939,13,407564
488,W 39 St & 9 Ave,407564,-739937,447,8 Ave & W 52 St,407637,-739851,13,407564
515,W 43 St & 10 Ave,407600,-739946,447,8 Ave & W 52 St,407637,-739851,13,407600
513,W 56 St & 10 Ave,407682,-739886,447,8 Ave & W 52 St,407637,-739851,13,407682
358,Christopher St & Greenwich St,407329,-740071,463,9 Ave & W 16 St,407420,-740044,13,407329
496,E 16 St & 5 Ave,407372,-739923,463,9 Ave & W 16 St,407420,-740044,13,407372
116,W 17 St & 8 Ave,407417,-740014,463,9 Ave & W 16 St,407420,-740044,13,407417
479,9 Ave & W 45 St,407601,-739912,434,9 Ave & W 18 St,407431,-740036,13,407601
388,W 26 St & 10 Ave,407497,-740029,434,9 Ave & W 18 St,407431,-740036,13,407497
488,W 39 St & 9 Ave,407564,-739937,434,9 Ave & W 18 St,407431,-740036,13,407564
497,E 17 St & Broadway,407370,-739900,509,9 Ave & W 22 St,407454,-740019,13,407370
457,Broadway & W 58 St,407669,-739816,479,9 Ave & W 45 St,407601,-739912,13,407669
305,E 58 St & 3 Ave,407609,-739672,479,9 Ave & W 45 St,407601,-739912,13,407609
435,W 21 St & 6 Ave,407417,-739941,479,9 Ave & W 45 St,407601,-739912,13,407417
83,Atlantic Ave & Fort Greene Pl,406838,-739763,270,Adelphi St & Myrtle Ave,406930,-739717,13,406838
307,Canal St & Rutgers St,407142,-739899,312,Allen St & E Houston St,407220,-739891,13,407142
229,Great Jones St,407274,-739937,361,Allen St & Hester St,407160,-739919,13,407274
502,Henry St & Grand St,407142,-739813,361,Allen St & Hester St,407160,-739919,13,407142
356,Bialystoker Pl & Delancey St,407162,-739826,401,Allen St & Rivington St,407201,-739899,13,407162
502,Henry St & Grand St,407142,-739813,401,Allen St & Rivington St,407201,-739899,13,407142
308,St James Pl & Oliver St,407130,-739985,401,Allen St & Rivington St,407201,-739899,13,407130
395,Bond St & Schermerhorn St,406880,-739841,83,Atlantic Ave & Fort Greene Pl,406838,-739763,13,406880
365,Fulton St & Grand Ave,406822,-739614,83,Atlantic Ave & Fort Greene Pl,406838,-739763,13,406822
311,Norfolk St & Broome St,407172,-739880,302,Avenue D & E 3 St,407208,-739779,13,407172
300,Shevchenko Pl & E 6 St,407281,-739902,302,Avenue D & E 3 St,407208,-739779,13,407281
358,Christopher St & Greenwich St,407329,-740071,346,Bank St & Hudson St,407365,-740061,13,407329
382,University Pl & E 14 St,407349,-739920,346,Bank St & Hudson St,407365,-740061,13,407349
390,Duffield St & Willoughby St,406922,-739842,417,Barclay St & Church St,407129,-740102,13,406922
502,Henry St & Grand St,407142,-739813,417,Barclay St & Church St,407129,-740102,13,407142
392,Jay St & Tech Pl,406950,-739871,417,Barclay St & Church St,407129,-740102,13,406950
161,LaGuardia Pl & W 3 St,407291,-739981,417,Barclay St & Church St,407129,-740102,13,407291
295,Pike St & E Broadway,407140,-739929,417,Barclay St & Church St,407129,-740102,13,407140
224,Spruce St & Nassau St,407114,-740055,417,Barclay St & Church St,407129,-740102,13,407114
238,Bank St & Washington St,407361,-740085,127,Barrow St & Hudson St,407317,-740067,13,407361
249,Harrison St & Hudson St,407187,-740090,127,Barrow St & Hudson St,407317,-740067,13,407187
435,W 21 St & 6 Ave,407417,-739941,127,Barrow St & Hudson St,407317,-740067,13,407417
534,Water - Whitehall Plaza,407025,-740127,127,Barrow St & Hudson St,407317,-740067,13,407025
328,Watts St & Greenwich St,407240,-740096,127,Barrow St & Hudson St,407317,-740067,13,407240
395,Bond St & Schermerhorn St,406880,-739841,395,Bond St & Schermerhorn St,406880,-739841,13,406880
323,Lawrence St & Willoughby St,406923,-739863,395,Bond St & Schermerhorn St,406880,-739841,13,406923
3002,South End Ave & Liberty St,407115,-740157,260,Broad St & Bridge St,407036,-740116,13,407115
521,8 Ave & W 31 St,407504,-739948,285,Broadway & E 14 St,407345,-739907,13,407504
2012,E 27 St & 1 Ave,407394,-739768,285,Broadway & E 14 St,407345,-739907,13,407394
223,W 13 St & 7 Ave,407378,-739999,285,Broadway & E 14 St,407345,-739907,13,407378
492,W 33 St & 7 Ave,407501,-739909,285,Broadway & E 14 St,407345,-739907,13,407501
504,1 Ave & E 15 St,407322,-739816,402,Broadway & E 22 St,407403,-739895,13,407322
483,E 12 St & 3 Ave,407322,-739888,402,Broadway & E 22 St,407403,-739895,13,407322
466,W 25 St & 6 Ave,407439,-739914,402,Broadway & E 22 St,407403,-739895,13,407439
537,Lexington Ave & E 24 St,407402,-739840,444,Broadway & W 24 St,407423,-739891,13,407402
334,W 20 St & 7 Ave,407423,-739972,444,Broadway & W 24 St,407423,-739891,13,407423
435,W 21 St & 6 Ave,407417,-739941,444,Broadway & W 24 St,407423,-739891,13,407417
492,W 33 St & 7 Ave,407501,-739909,444,Broadway & W 24 St,407423,-739891,13,407501
521,8 Ave & W 31 St,407504,-739948,486,Broadway & W 29 St,407462,-739885,13,407504
521,8 Ave & W 31 St,407504,-739948,498,Broadway & W 32 St,407485,-739880,13,407504
486,Broadway & W 29 St,407462,-739885,498,Broadway & W 32 St,407485,-739880,13,407462
2017,E 43 St & 2 Ave,407502,-739712,498,Broadway & W 32 St,407485,-739880,13,407502
465,Broadway & W 41 St,407551,-739865,267,Broadway & W 36 St,407509,-739876,13,407551
448,W 37 St & 10 Ave,407566,-739979,533,Broadway & W 39 St,407529,-739872,13,407566
519,Pershing Square N,407518,-739777,465,Broadway & W 41 St,407551,-739865,13,407518
318,E 43 St & Vanderbilt Ave,407532,-739779,173,Broadway & W 49 St,407606,-739844,13,407532
228,E 48 St & 3 Ave,407546,-739718,173,Broadway & W 49 St,407606,-739844,13,407546
523,W 38 St & 8 Ave,407546,-739913,173,Broadway & W 49 St,407606,-739844,13,407546
352,W 56 St & 6 Ave,407634,-739772,173,Broadway & W 49 St,407606,-739844,13,407634
513,W 56 St & 10 Ave,407682,-739886,500,Broadway & W 51 St,407622,-739833,13,407682
500,Broadway & W 51 St,407622,-739833,457,Broadway & W 58 St,407669,-739816,13,407622
456,E 53 St & Madison Ave,407597,-739740,457,Broadway & W 58 St,407669,-739816,13,407597
523,W 38 St & 8 Ave,407546,-739913,457,Broadway & W 58 St,407669,-739816,13,407546
2022,E 59 St & Sutton Pl,407584,-739592,499,Broadway & W 60 St,407691,-739819,13,407584
388,W 26 St & 10 Ave,407497,-740029,499,Broadway & W 60 St,407691,-739819,13,407497
493,W 45 St & 6 Ave,407568,-739829,499,Broadway & W 60 St,407691,-739819,13,407568
538,W 49 St & 5 Ave,407579,-739778,499,Broadway & W 60 St,407691,-739819,13,407579
401,Allen St & Rivington St,407201,-739899,307,Canal St & Rutgers St,407142,-739899,13,407201
387,Centre St & Chambers St,407127,-740046,307,Canal St & Rutgers St,407142,-739899,13,407127
334,W 20 St & 7 Ave,407423,-739972,368,Carmine St & 6 Ave,407303,-740021,13,407423
442,W 27 St & 7 Ave,407466,-739939,368,Carmine St & 6 Ave,407303,-740021,13,407466
380,W 4 St & 7 Ave S,407340,-740029,368,Carmine St & 6 Ave,407303,-740021,13,407340
355,Bayard St & Baxter St,407160,-739997,387,Centre St & Chambers St,407127,-740046,13,407160
316,Fulton St & William St,407095,-740065,387,Centre St & Chambers St,407127,-740046,13,407095
146,Hudson St & Reade St,407162,-740091,386,Centre St & Worth St,407149,-740023,13,407162
428,E 3 St & 1 Ave,407246,-739878,358,Christopher St & Greenwich St,407329,-740071,13,407246
225,W 14 St & The High Line,407419,-740080,358,Christopher St & Greenwich St,407329,-740071,13,407419
528,2 Ave & E 31 St,407429,-739770,151,Cleveland Pl & Spring St,407218,-739972,13,407429
249,Harrison St & Hudson St,407187,-740090,151,Cleveland Pl & Spring St,407218,-739972,13,407187
345,W 13 St & 6 Ave,407364,-739970,151,Cleveland Pl & Spring St,407218,-739972,13,407364
316,Fulton St & William St,407095,-740065,306,Cliff St & Fulton St,407082,-740053,13,407095
268,Howard St & Centre St,407191,-739997,306,Cliff St & Fulton St,407082,-740053,13,407191
319,Park Pl & Church St,407133,-740093,306,Cliff St & Fulton St,407082,-740053,13,407133
233,Joralemon St & Adams St,406924,-739896,366,Clinton Ave & Myrtle Ave,406932,-739688,13,406924
307,Canal St & Rutgers St,407142,-739899,350,Clinton St & Grand St,407155,-739870,13,407142
410,Suffolk St & Stanton St,407206,-739851,350,Clinton St & Grand St,407155,-739870,13,407206
395,Bond St & Schermerhorn St,406880,-739841,416,Cumberland St & Lafayette Ave,406875,-739726,13,406880
399,Lafayette Ave & St James Pl,406885,-739647,324,DeKalb Ave & Hudson Ave,406898,-739810,13,406885
363,West Thames St,407083,-740171,276,Duane St & Greenwich St,407174,-740104,13,407083
223,W 13 St & 7 Ave,407378,-739999,280,E 10 St & 5 Ave,407333,-739951,13,407378
161,LaGuardia Pl & W 3 St,407291,-739981,445,E 10 St & Avenue A,407274,-739814,13,407291
336,Sullivan St & Washington Sq,407304,-739990,326,E 11 St & 1 Ave,407295,-739842,13,407304
444,Broadway & W 24 St,407423,-739891,237,E 11 St & 2 Ave,407304,-739867,13,407423
445,E 10 St & Avenue A,407274,-739814,237,E 11 St & 2 Ave,407304,-739867,13,407274
403,E 2 St & 2 Ave,407250,-739906,237,E 11 St & 2 Ave,407304,-739867,13,407250
174,E 25 St & 1 Ave,407381,-739773,237,E 11 St & 2 Ave,407304,-739867,13,407381
285,Broadway & E 14 St,407345,-739907,357,E 11 St & Broadway,407326,-739915,13,407345
300,Shevchenko Pl & E 6 St,407281,-739902,357,E 11 St & Broadway,407326,-739915,13,407281
326,E 11 St & 1 Ave,407295,-739842,483,E 12 St & 3 Ave,407322,-739888,13,407295
528,2 Ave & E 31 St,407429,-739770,433,E 13 St & Avenue A,407295,-739805,13,407429
251,Mott St & Prince St,407231,-739948,433,E 13 St & Avenue A,407295,-739805,13,407231
174,E 25 St & 1 Ave,407381,-739773,511,E 14 St & Avenue B,407293,-739777,13,407381
531,Forsyth St & Broome St,407189,-739926,511,E 14 St & Avenue B,407293,-739777,13,407189
401,Allen St & Rivington St,407201,-739899,297,E 15 St & 3 Ave,407342,-739869,13,407201
433,E 13 St & Avenue A,407295,-739805,297,E 15 St & 3 Ave,407342,-739869,13,407295
497,E 17 St & Broadway,407370,-739900,297,E 15 St & 3 Ave,407342,-739869,13,407370
312,Allen St & E Houston St,407220,-739891,496,E 16 St & 5 Ave,407372,-739923,13,407220
358,Christopher St & Greenwich St,407329,-740071,496,E 16 St & 5 Ave,407372,-739923,13,407329
461,E 20 St & 2 Ave,407358,-739820,496,E 16 St & 5 Ave,407372,-739923,13,407358
540,Lexington Ave & E 26 St,407414,-739832,496,E 16 St & 5 Ave,407372,-739923,13,407414
379,W 31 St & 7 Ave,407491,-739916,496,E 16 St & 5 Ave,407372,-739923,13,407491
507,E 25 St & 2 Ave,407391,-739797,475,E 16 St & Irving Pl,407352,-739875,13,407391
536,1 Ave & E 30 St,407414,-739753,497,E 17 St & Broadway,407370,-739900,13,407414
153,E 40 St & 5 Ave,407520,-739816,497,E 17 St & Broadway,407370,-739900,13,407520
375,Mercer St & Bleecker St,407267,-739969,497,E 17 St & Broadway,407370,-739900,13,407267
303,Mercer St & Spring St,407236,-739994,497,E 17 St & Broadway,407370,-739900,13,407236
345,W 13 St & 6 Ave,407364,-739970,497,E 17 St & Broadway,407370,-739900,13,407364
446,W 24 St & 7 Ave,407448,-739952,497,E 17 St & Broadway,407370,-739900,13,407448
485,W 37 St & 5 Ave,407503,-739833,497,E 17 St & Broadway,407370,-739900,13,407503
335,Washington Pl & Broadway,407290,-739940,497,E 17 St & Broadway,407370,-739900,13,407290
2003,1 Ave & E 18 St,407341,-739802,325,E 19 St & 3 Ave,407362,-739847,13,407341
528,2 Ave & E 31 St,407429,-739770,403,E 2 St & 2 Ave,407250,-739906,13,407429
380,W 4 St & 7 Ave S,407340,-740029,403,E 2 St & 2 Ave,407250,-739906,13,407340
401,Allen St & Rivington St,407201,-739899,301,E 2 St & Avenue B,407221,-739836,13,407201
393,E 5 St & Avenue C,407229,-739799,301,E 2 St & Avenue B,407221,-739836,13,407229
250,Lafayette St & Jersey St,407245,-739956,301,E 2 St & Avenue B,407221,-739836,13,407245
477,W 41 St & 8 Ave,407564,-739900,301,E 2 St & Avenue B,407221,-739836,13,407564
475,E 16 St & Irving Pl,407352,-739875,461,E 20 St & 2 Ave,407358,-739820,13,407352
507,E 25 St & 2 Ave,407391,-739797,461,E 20 St & 2 Ave,407358,-739820,13,407391
519,Pershing Square N,407518,-739777,461,E 20 St & 2 Ave,407358,-739820,13,407518
116,W 17 St & 8 Ave,407417,-740014,461,E 20 St & 2 Ave,407358,-739820,13,407417
442,W 27 St & 7 Ave,407466,-739939,461,E 20 St & 2 Ave,407358,-739820,13,407466
293,Lafayette St & E 8 St,407302,-739907,487,E 20 St & FDR Drive,407331,-739757,13,407302
358,Christopher St & Greenwich St,407329,-740071,503,E 20 St & Park Ave,407382,-739875,13,407329
318,E 43 St & Vanderbilt Ave,407532,-739779,503,E 20 St & Park Ave,407382,-739875,13,407532
284,Greenwich Ave & 8 Ave,407390,-740026,503,E 20 St & Park Ave,407382,-739875,13,407390
318,E 43 St & Vanderbilt Ave,407532,-739779,545,E 23 St & 1 Ave,407365,-739780,13,407532
492,W 33 St & 7 Ave,407501,-739909,545,E 23 St & 1 Ave,407365,-739780,13,407501
511,E 14 St & Avenue B,407293,-739777,174,E 25 St & 1 Ave,407381,-739773,13,407293
497,E 17 St & Broadway,407370,-739900,174,E 25 St & 1 Ave,407381,-739773,13,407370
293,Lafayette St & E 8 St,407302,-739907,174,E 25 St & 1 Ave,407381,-739773,13,407302
477,W 41 St & 8 Ave,407564,-739900,174,E 25 St & 1 Ave,407381,-739773,13,407564
164,E 47 St & 2 Ave,407532,-739703,507,E 25 St & 2 Ave,407391,-739797,13,407532
228,E 48 St & 3 Ave,407546,-739718,507,E 25 St & 2 Ave,407391,-739797,13,407546
519,Pershing Square N,407518,-739777,507,E 25 St & 2 Ave,407391,-739797,13,407518
285,Broadway & E 14 St,407345,-739907,428,E 3 St & 1 Ave,407246,-739878,13,407345
151,Cleveland Pl & Spring St,407218,-739972,428,E 3 St & 1 Ave,407246,-739878,13,407218
502,Henry St & Grand St,407142,-739813,428,E 3 St & 1 Ave,407246,-739878,13,407142
295,Pike St & E Broadway,407140,-739929,428,E 3 St & 1 Ave,407246,-739878,13,407140
336,Sullivan St & Washington Sq,407304,-739990,428,E 3 St & 1 Ave,407246,-739878,13,407304
486,Broadway & W 29 St,407462,-739885,546,E 30 St & Park Ave S,407444,-739830,13,407462
345,W 13 St & 6 Ave,407364,-739970,546,E 30 St & Park Ave S,407444,-739830,13,407364
498,Broadway & W 32 St,407485,-739880,476,E 31 St & 3 Ave,407439,-739796,13,407485
497,E 17 St & Broadway,407370,-739900,476,E 31 St & 3 Ave,407439,-739796,13,407370
444,Broadway & W 24 St,407423,-739891,472,E 32 St & Park Ave,407457,-739819,13,407423
526,E 33 St & 5 Ave,407476,-739849,472,E 32 St & Park Ave,407457,-739819,13,407476
545,E 23 St & 1 Ave,407365,-739780,526,E 33 St & 5 Ave,407476,-739849,13,407365
507,E 25 St & 2 Ave,407391,-739797,526,E 33 St & 5 Ave,407476,-739849,13,407391
484,W 44 St & 5 Ave,407550,-739801,526,E 33 St & 5 Ave,407476,-739849,13,407550
435,W 21 St & 6 Ave,407417,-739941,160,E 37 St & Lexington Ave,407482,-739783,13,407417
238,Bank St & Washington St,407361,-740085,518,E 39 St & 2 Ave,407478,-739734,13,407361
461,E 20 St & 2 Ave,407358,-739820,518,E 39 St & 2 Ave,407478,-739734,13,407358
454,E 51 St & 1 Ave,407545,-739659,518,E 39 St & 2 Ave,407478,-739734,13,407545
402,Broadway & E 22 St,407403,-739895,439,E 4 St & 2 Ave,407262,-739897,13,407403
317,E 6 St & Avenue B,407245,-739818,439,E 4 St & 2 Ave,407262,-739897,13,407245
229,Great Jones St,407274,-739937,439,E 4 St & 2 Ave,407262,-739897,13,407274
281,Grand Army Plaza & Central Park S,407643,-739737,153,E 40 St & 5 Ave,407520,-739816,13,407643
529,W 42 St & 8 Ave,407575,-739909,153,E 40 St & 5 Ave,407520,-739816,13,407575
469,Broadway & W 53 St,407634,-739826,318,E 43 St & Vanderbilt Ave,407532,-739779,13,407634
518,E 39 St & 2 Ave,407478,-739734,318,E 43 St & Vanderbilt Ave,407532,-739779,13,407478
2017,E 43 St & 2 Ave,407502,-739712,318,E 43 St & Vanderbilt Ave,407532,-739779,13,407502
522,E 51 St & Lexington Ave,407571,-739720,318,E 43 St & Vanderbilt Ave,407532,-739779,13,407571
2023,E 55 St & Lexington Ave,407596,-739703,318,E 43 St & Vanderbilt Ave,407532,-739779,13,407596
174,E 25 St & 1 Ave,407381,-739773,440,E 45 St & 3 Ave,407525,-739728,13,407381
290,2 Ave & E 58 St,407602,-739647,516,E 47 St & 1 Ave,407520,-739678,13,407602
490,8 Ave & W 33 St,407515,-739939,164,E 47 St & 2 Ave,407532,-739703,13,407515
266,Avenue D & E 8 St,407236,-739757,164,E 47 St & 2 Ave,407532,-739703,13,407236
382,University Pl & E 14 St,407349,-739920,164,E 47 St & 2 Ave,407532,-739703,13,407349
505,6 Ave & W 33 St,407490,-739884,359,E 47 St & Park Ave,407551,-739749,13,407490
527,E 33 St & 1 Ave,407431,-739743,359,E 47 St & Park Ave,407551,-739749,13,407431
518,E 39 St & 2 Ave,407478,-739734,359,E 47 St & Park Ave,407551,-739749,13,407478
510,W 51 St & 6 Ave,407606,-739804,359,E 47 St & Park Ave,407551,-739749,13,407606
518,E 39 St & 2 Ave,407478,-739734,228,E 48 St & 3 Ave,407546,-739718,13,407478
285,Broadway & E 14 St,407345,-739907,393,E 5 St & Avenue C,407229,-739799,13,407345
393,E 5 St & Avenue C,407229,-739799,393,E 5 St & Avenue C,407229,-739799,13,407229
410,Suffolk St & Stanton St,407206,-739851,393,E 5 St & Avenue C,407229,-739799,13,407206
228,E 48 St & 3 Ave,407546,-739718,367,E 53 St & Lexington Ave,407582,-739706,13,407546
513,W 56 St & 10 Ave,407682,-739886,456,E 53 St & Madison Ave,407597,-739740,13,407682
422,W 59 St & 10 Ave,407705,-739880,456,E 53 St & Madison Ave,407597,-739740,13,407705
137,E 56 St & Madison Ave,407616,-739729,464,E 56 St & 3 Ave,407593,-739675,13,407616
2006,Central Park S & 6 Ave,407659,-739763,305,E 58 St & 3 Ave,407609,-739672,13,407659
456,E 53 St & Madison Ave,407597,-739740,305,E 58 St & 3 Ave,407609,-739672,13,407597
510,W 51 St & 6 Ave,407606,-739804,305,E 58 St & 3 Ave,407609,-739672,13,407606
297,E 15 St & 3 Ave,407342,-739869,317,E 6 St & Avenue B,407245,-739818,13,407342
428,E 3 St & 1 Ave,407246,-739878,411,E 6 St & Avenue D,407222,-739766,13,407246
507,E 25 St & 2 Ave,407391,-739797,394,E 9 St & Avenue C,407252,-739776,13,407391
428,E 3 St & 1 Ave,407246,-739878,394,E 9 St & Avenue C,407252,-739776,13,407246
307,Canal St & Rutgers St,407142,-739899,263,Elizabeth St & Hester St,407172,-739963,13,407142
326,E 11 St & 1 Ave,407295,-739842,263,Elizabeth St & Hester St,407172,-739963,13,407295
411,E 6 St & Avenue D,407222,-739766,263,Elizabeth St & Hester St,407172,-739963,13,407222
340,Madison St & Clinton St,407126,-739877,263,Elizabeth St & Hester St,407172,-739963,13,407126
265,Stanton St & Chrystie St,407222,-739914,263,Elizabeth St & Hester St,407172,-739963,13,407222
502,Henry St & Grand St,407142,-739813,412,Forsyth St & Canal St,407158,-739942,13,407142
340,Madison St & Clinton St,407126,-739877,412,Forsyth St & Canal St,407158,-739942,13,407126
291,Madison St & Montgomery St,407131,-739848,412,Forsyth St & Canal St,407158,-739942,13,407131
